Contact Energy,Chemotaxis Lambda,Proliferative Probability,Phenotype,Probability
-2,18,0.3,Bulk invasion,0.8
-2,18,0.3,Multimodal invasion,0.2
-2,18,0.4,Bulk invasion,0.9
-2,18,0.4,Multimodal invasion,0.1
-2,18,0.5,Bulk invasion,0.9
-2,18,0.5,Multimodal invasion,0.1
-2,18,0.6,Bulk invasion,0.8
-2,18,0.6,Multimodal invasion,0.2
-2,18,0.7,Bulk invasion,0.8
-2,18,0.7,Multimodal invasion,0.2
-2,18,0.8,Bulk invasion,0.9
-2,18,0.8,Multimodal invasion,0.1
-2,18,0.9,Bulk invasion,0.9
-2,18,0.9,Multimodal invasion,0.1
-2,18,1.0,Bulk invasion,0.8
-2,18,1.0,Multimodal invasion,0.2
-2,21,0.0,Bulk invasion,0.2
-2,21,0.0,Multimodal invasion,0.8
-2,21,0.1,Bulk invasion,0.2
-2,21,0.1,Multimodal invasion,0.8
-2,21,0.2,Bulk invasion,0.1
-2,21,0.2,Multimodal invasion,0.9
-2,21,0.3,Bulk invasion,0.1
-2,21,0.3,Multimodal invasion,0.9
-2,21,0.4,Bulk invasion,0.1
-2,21,0.4,Multimodal invasion,0.9
-2,21,0.5,Bulk invasion,0.3
-2,21,0.5,Multimodal invasion,0.7
-2,21,0.6,Bulk invasion,0.2
-2,21,0.6,Multimodal invasion,0.8
-2,21,0.7,Bulk invasion,0.2
-2,21,0.7,Multimodal invasion,0.8
-2,21,0.8,Bulk invasion,0.2
-2,21,0.8,Multimodal invasion,0.8
-2,21,0.9,Bulk invasion,0.6
-2,21,0.9,Multimodal invasion,0.4
-2,21,1.0,Bulk invasion,0.3
-2,21,1.0,Multimodal invasion,0.7
-2,24,0.0,Multimodal invasion,1.0
-2,24,0.1,Multimodal invasion,1.0
-2,24,0.2,Multimodal invasion,1.0
-2,24,0.3,Multimodal invasion,1.0
-2,24,0.4,Multimodal invasion,1.0
-2,24,0.5,Multimodal invasion,1.0
-2,24,0.6,Multimodal invasion,1.0
-2,24,0.7,Multimodal invasion,1.0
-2,24,0.8,Bulk invasion,0.1
-2,24,0.8,Multimodal invasion,0.9
-2,24,0.9,Multimodal invasion,1.0
-2,24,1.0,Multimodal invasion,1.0
-2,27,0.0,Multimodal invasion,1.0
-2,27,0.1,Multimodal invasion,1.0
-2,27,0.2,Multimodal invasion,1.0
-2,27,0.3,Multimodal invasion,1.0
-2,27,0.4,Multimodal invasion,1.0
-2,27,0.5,Multimodal invasion,1.0
-2,27,0.6,Multimodal invasion,1.0
-2,27,0.7,Multimodal invasion,1.0
-2,27,0.8,Multimodal invasion,1.0
-2,27,0.9,Multimodal invasion,1.0
-2,27,1.0,Multimodal invasion,1.0
-2,30,0.0,Multimodal invasion,1.0
-2,30,0.1,Multimodal invasion,1.0
-2,30,0.2,Multimodal invasion,1.0
-2,30,0.3,Multimodal invasion,1.0
-2,30,0.4,Multimodal invasion,1.0
-2,30,0.5,Multimodal invasion,1.0
-2,30,0.6,Multimodal invasion,1.0
-2,30,0.7,Multimodal invasion,1.0
-2,30,0.8,Multimodal invasion,1.0
-2,30,0.9,Multimodal invasion,1.0
-2,30,1.0,Multimodal invasion,1.0
-1,0,0.0,No invasion,1.0
-1,0,0.1,No invasion,1.0
-1,0,0.2,No invasion,1.0
-1,0,0.3,No invasion,1.0
-1,0,0.4,No invasion,1.0
-1,0,0.5,No invasion,1.0
-1,0,0.6,No invasion,1.0
-1,0,0.7,No invasion,1.0
-1,0,0.8,No invasion,1.0
-1,0,0.9,No invasion,1.0
-1,0,1.0,No invasion,1.0
-1,3,0.0,No invasion,1.0
-1,3,0.1,No invasion,1.0
-1,3,0.2,No invasion,1.0
-1,3,0.3,No invasion,1.0
-1,3,0.4,Bulk invasion,0.1
-1,3,0.4,No invasion,0.9
-1,3,0.5,Bulk invasion,0.1
-1,3,0.5,No invasion,0.9
-1,3,0.6,No invasion,1.0
-1,3,0.7,No invasion,1.0
-1,3,0.8,No invasion,1.0
-1,3,0.9,No invasion,1.0
-1,3,1.0,No invasion,1.0
-1,6,0.0,No invasion,1.0
-1,6,0.1,No invasion,1.0
-1,6,0.2,Bulk invasion,0.1
-1,6,0.2,No invasion,0.9
-1,6,0.3,No invasion,1.0
-1,6,0.4,No invasion,1.0
-1,6,0.5,Bulk invasion,0.1
-1,6,0.5,No invasion,0.9
-1,6,0.6,No invasion,1.0
-1,6,0.7,Bulk invasion,0.1
-1,6,0.7,No invasion,0.9
-1,6,0.8,No invasion,1.0
-1,6,0.9,No invasion,1.0
-1,6,1.0,Bulk invasion,0.1
-1,6,1.0,No invasion,0.9
-1,9,0.0,Bulk invasion,0.6
-1,9,0.0,No invasion,0.4
-1,9,0.1,Bulk invasion,0.7
-1,9,0.1,No invasion,0.3
-1,9,0.2,Bulk invasion,0.6
-1,9,0.2,No invasion,0.4
-1,9,0.3,Bulk invasion,0.6
-1,9,0.3,No invasion,0.4
-1,9,0.4,Bulk invasion,0.7
-1,9,0.4,No invasion,0.3
-1,9,0.5,Bulk invasion,0.6
-1,9,0.5,No invasion,0.4
-1,9,0.6,Bulk invasion,0.3
-1,9,0.6,No invasion,0.7
-1,9,0.7,Bulk invasion,0.6
-1,9,0.7,No invasion,0.4
-1,9,0.8,Bulk invasion,0.8
-1,9,0.8,No invasion,0.2
-1,9,0.9,Bulk invasion,0.6
-1,9,0.9,No invasion,0.4
-1,9,1.0,Bulk invasion,0.7
-1,9,1.0,No invasion,0.3
-1,12,0.0,Bulk invasion,0.9
-1,12,0.0,No invasion,0.1
-1,12,0.1,Bulk invasion,0.9
-1,12,0.1,Multimodal invasion,0.1
-1,12,0.2,Bulk invasion,0.9
-1,12,0.2,Multimodal invasion,0.1
-1,12,0.3,Bulk invasion,1.0
-1,12,0.4,Bulk invasion,0.8
-1,12,0.4,Multimodal invasion,0.1
-1,12,0.4,No invasion,0.1
-1,12,0.5,Bulk invasion,1.0
-1,12,0.6,Bulk invasion,1.0
-1,12,0.7,Bulk invasion,0.9
-1,12,0.7,Multimodal invasion,0.1
-1,12,0.8,Bulk invasion,1.0
-1,12,0.9,Bulk invasion,1.0
-1,12,1.0,Bulk invasion,1.0
-1,15,0.0,Bulk invasion,0.6
-1,15,0.0,Multimodal invasion,0.4
-1,15,0.1,Bulk invasion,0.5
-1,15,0.1,Multimodal invasion,0.5
-1,15,0.2,Bulk invasion,0.6
-1,15,0.2,Multimodal invasion,0.4
-1,15,0.3,Bulk invasion,0.8
-1,15,0.3,Multimodal invasion,0.2
-1,15,0.4,Bulk invasion,0.7
-1,15,0.4,Multimodal invasion,0.3
-1,15,0.5,Bulk invasion,0.7
-1,15,0.5,Multimodal invasion,0.3
-1,15,0.6,Bulk invasion,0.4
-1,15,0.6,Multimodal invasion,0.6
-1,15,0.7,Bulk invasion,0.6
-1,15,0.7,Multimodal invasion,0.4
-1,15,0.8,Bulk invasion,0.8
-1,15,0.8,Multimodal invasion,0.2
-1,15,0.9,Bulk invasion,0.7
-1,15,0.9,Multimodal invasion,0.3
-1,15,1.0,Bulk invasion,0.7
-1,15,1.0,Multimodal invasion,0.3
-1,18,0.0,Multimodal invasion,1.0
-1,18,0.1,Multimodal invasion,1.0
-1,18,0.2,Multimodal invasion,1.0
-1,18,0.3,Multimodal invasion,1.0
-1,18,0.4,Bulk invasion,0.1
-1,18,0.4,Multimodal invasion,0.9
-1,18,0.5,Bulk invasion,0.1
-1,18,0.5,Multimodal invasion,0.9
-1,18,0.6,Multimodal invasion,1.0
-1,18,0.7,Multimodal invasion,1.0
-1,18,0.8,Multimodal invasion,1.0
-1,18,0.9,Bulk invasion,0.1
-1,18,0.9,Multimodal invasion,0.9
-1,18,1.0,Multimodal invasion,1.0
-1,21,0.0,Multimodal invasion,1.0
-1,21,0.1,Multimodal invasion,1.0
-1,21,0.2,Multimodal invasion,1.0
-1,21,0.3,Multimodal invasion,1.0
-1,21,0.4,Multimodal invasion,1.0
-1,21,0.5,Multimodal invasion,1.0
-1,21,0.6,Multimodal invasion,1.0
-1,21,0.7,Multimodal invasion,1.0
-1,21,0.8,Multimodal invasion,1.0
-1,21,0.9,Multimodal invasion,1.0
-1,21,1.0,Multimodal invasion,1.0
-1,24,0.0,Multimodal invasion,1.0
-1,24,0.1,Multimodal invasion,1.0
-1,24,0.2,Multimodal invasion,1.0
-1,24,0.3,Multimodal invasion,1.0
-1,24,0.4,Multimodal invasion,1.0
-1,24,0.5,Multimodal invasion,1.0
-1,24,0.6,Multimodal invasion,1.0
-1,24,0.7,Multimodal invasion,1.0
-1,24,0.8,Multimodal invasion,1.0
-1,24,0.9,Multimodal invasion,1.0
-1,24,1.0,Multimodal invasion,1.0
-1,27,0.0,Multimodal invasion,1.0
-1,27,0.1,Multimodal invasion,1.0
-1,27,0.2,Multimodal invasion,1.0
-1,27,0.3,Multimodal invasion,1.0
-1,27,0.4,Multimodal invasion,1.0
-1,27,0.5,Multimodal invasion,1.0
-1,27,0.6,Multimodal invasion,1.0
-1,27,0.7,Multimodal invasion,1.0
-1,27,0.8,Multimodal invasion,1.0
-1,27,0.9,Multimodal invasion,1.0
-1,27,1.0,Multimodal invasion,1.0
-1,30,0.0,Multimodal invasion,1.0
-1,30,0.1,Multimodal invasion,1.0
-1,30,0.2,Multimodal invasion,1.0
-1,30,0.3,Multimodal invasion,1.0
-1,30,0.4,Multimodal invasion,1.0
-1,30,0.5,Multimodal invasion,1.0
-1,30,0.6,Multimodal invasion,1.0
-1,30,0.7,Multimodal invasion,1.0
-1,30,0.8,Multimodal invasion,1.0
-1,30,0.9,Multimodal invasion,1.0
-1,30,1.0,Multimodal invasion,1.0
0,0,0.0,No invasion,1.0
0,0,0.1,No invasion,1.0
0,0,0.2,No invasion,1.0
0,0,0.3,No invasion,1.0
0,0,0.4,No invasion,1.0
0,0,0.5,No invasion,1.0
0,0,0.6,No invasion,1.0
0,0,0.7,No invasion,1.0
0,0,0.8,No invasion,1.0
0,0,0.9,No invasion,1.0
0,0,1.0,No invasion,1.0
0,3,0.0,No invasion,1.0
0,3,0.1,No invasion,1.0
0,3,0.2,No invasion,1.0
0,3,0.3,No invasion,1.0
0,3,0.4,No invasion,1.0
0,3,0.5,No invasion,1.0
0,3,0.6,Bulk invasion,0.1
0,3,0.6,No invasion,0.9
0,3,0.7,No invasion,1.0
0,3,0.8,No invasion,1.0
0,3,0.9,No invasion,1.0
0,3,1.0,No invasion,1.0
0,6,0.0,Bulk invasion,0.5
0,6,0.0,No invasion,0.5
0,6,0.1,Bulk invasion,0.5
0,6,0.1,No invasion,0.5
0,6,0.2,Bulk invasion,0.2
0,6,0.2,No invasion,0.7
0,6,0.2,Single cell invasion,0.1
0,6,0.3,Bulk invasion,0.3
0,6,0.3,No invasion,0.7
0,6,0.4,Bulk invasion,0.4
0,6,0.4,No invasion,0.6
0,6,0.5,Bulk invasion,0.2
0,6,0.5,Multimodal invasion,0.1
0,6,0.5,No invasion,0.7
0,6,0.6,Bulk invasion,0.4
0,6,0.6,No invasion,0.6
0,6,0.7,Bulk invasion,0.3
0,6,0.7,No invasion,0.7
0,6,0.8,Bulk invasion,0.2
0,6,0.8,No invasion,0.8
0,6,0.9,Bulk invasion,0.2
0,6,0.9,No invasion,0.8
0,6,1.0,Bulk invasion,0.4
0,6,1.0,No invasion,0.6
0,9,0.0,Bulk invasion,0.9
0,9,0.0,No invasion,0.1
0,9,0.1,Bulk invasion,1.0
0,9,0.2,Bulk invasion,0.9
0,9,0.2,Multimodal invasion,0.1
0,9,0.3,Bulk invasion,0.7
0,9,0.3,Multimodal invasion,0.1
0,9,0.3,No invasion,0.2
0,9,0.4,Bulk invasion,1.0
0,9,0.5,Bulk invasion,1.0
0,9,0.6,Bulk invasion,0.9
0,9,0.6,No invasion,0.1
0,9,0.7,Bulk invasion,1.0
0,9,0.8,Bulk invasion,1.0
0,9,0.9,Bulk invasion,0.7
0,9,0.9,Multimodal invasion,0.1
0,9,0.9,No invasion,0.2
0,9,1.0,Bulk invasion,0.9
0,9,1.0,Multimodal invasion,0.1
0,12,0.0,Bulk invasion,0.3
0,12,0.0,Multimodal invasion,0.7
0,12,0.1,Bulk invasion,0.2
0,12,0.1,Multimodal invasion,0.8
0,12,0.2,Bulk invasion,0.4
0,12,0.2,Multimodal invasion,0.6
0,12,0.3,Bulk invasion,0.3
0,12,0.3,Multimodal invasion,0.7
0,12,0.4,Bulk invasion,0.5
0,12,0.4,Multimodal invasion,0.5
0,12,0.5,Bulk invasion,0.2
0,12,0.5,Multimodal invasion,0.8
0,12,0.6,Bulk invasion,0.3
0,12,0.6,Multimodal invasion,0.7
0,12,0.7,Bulk invasion,0.4
0,12,0.7,Multimodal invasion,0.6
0,12,0.8,Bulk invasion,0.3
0,12,0.8,Multimodal invasion,0.7
0,12,0.9,Bulk invasion,0.2
0,12,0.9,Multimodal invasion,0.8
0,12,1.0,Bulk invasion,0.6
0,12,1.0,Multimodal invasion,0.4
0,15,0.0,Multimodal invasion,1.0
0,15,0.1,Multimodal invasion,1.0
0,15,0.2,Multimodal invasion,1.0
0,15,0.3,Multimodal invasion,1.0
0,15,0.4,Multimodal invasion,1.0
0,15,0.5,Multimodal invasion,1.0
0,15,0.6,Multimodal invasion,1.0
0,15,0.7,Multimodal invasion,1.0
0,15,0.8,Multimodal invasion,1.0
0,15,0.9,Multimodal invasion,1.0
0,15,1.0,Multimodal invasion,1.0
0,18,0.0,Multimodal invasion,1.0
0,18,0.1,Multimodal invasion,1.0
0,18,0.2,Multimodal invasion,1.0
0,18,0.3,Multimodal invasion,1.0
0,18,0.4,Multimodal invasion,1.0
0,18,0.5,Multimodal invasion,1.0
0,18,0.6,Multimodal invasion,1.0
0,18,0.7,Multimodal invasion,1.0
0,18,0.8,Multimodal invasion,1.0
0,18,0.9,Multimodal invasion,1.0
0,18,1.0,Multimodal invasion,1.0
0,21,0.0,Multimodal invasion,1.0
0,21,0.1,Multimodal invasion,1.0
0,21,0.2,Multimodal invasion,1.0
0,21,0.3,Multimodal invasion,1.0
0,21,0.4,Multimodal invasion,1.0
0,21,0.5,Multimodal invasion,1.0
0,21,0.6,Multimodal invasion,1.0
0,21,0.7,Multimodal invasion,1.0
0,21,0.8,Multimodal invasion,1.0
0,21,0.9,Multimodal invasion,1.0
0,21,1.0,Multimodal invasion,1.0
0,24,0.0,Multimodal invasion,1.0
0,24,0.1,Multimodal invasion,1.0
0,24,0.2,Multimodal invasion,1.0
0,24,0.3,Multimodal invasion,1.0
0,24,0.4,Multimodal invasion,1.0
0,24,0.5,Multimodal invasion,1.0
0,24,0.6,Multimodal invasion,1.0
0,24,0.7,Multimodal invasion,1.0
0,24,0.8,Multimodal invasion,1.0
0,24,0.9,Multimodal invasion,1.0
0,24,1.0,Multimodal invasion,1.0
0,27,0.0,Multimodal invasion,1.0
0,27,0.1,Multimodal invasion,1.0
0,27,0.2,Multimodal invasion,1.0
0,27,0.3,Multimodal invasion,1.0
0,27,0.4,Multimodal invasion,1.0
0,27,0.5,Multimodal invasion,1.0
0,27,0.6,Multimodal invasion,1.0
0,27,0.7,Multimodal invasion,1.0
0,27,0.8,Multimodal invasion,1.0
0,27,0.9,Multimodal invasion,1.0
0,27,1.0,Multimodal invasion,1.0
0,30,0.0,Multimodal invasion,1.0
0,30,0.1,Multimodal invasion,1.0
0,30,0.2,Multimodal invasion,1.0
0,30,0.3,Multimodal invasion,1.0
0,30,0.4,Multimodal invasion,1.0
0,30,0.5,Multimodal invasion,1.0
0,30,0.6,Multimodal invasion,1.0
0,30,0.7,Multimodal invasion,1.0
0,30,0.8,Multimodal invasion,1.0
0,30,0.9,Multimodal invasion,1.0
0,30,1.0,Multimodal invasion,1.0
1,0,0.0,No invasion,1.0
1,0,0.1,No invasion,1.0
1,0,0.2,No invasion,1.0
1,0,0.3,No invasion,1.0
1,0,0.4,No invasion,1.0
1,0,0.5,No invasion,1.0
1,0,0.6,No invasion,1.0
1,0,0.7,No invasion,1.0
1,0,0.8,No invasion,1.0
1,0,0.9,No invasion,1.0
1,0,1.0,No invasion,1.0
1,3,0.0,No invasion,1.0
1,3,0.1,Bulk invasion,0.1
1,3,0.1,No invasion,0.9
1,3,0.2,Bulk invasion,0.1
1,3,0.2,No invasion,0.9
1,3,0.3,No invasion,1.0
1,3,0.4,No invasion,1.0
1,3,0.5,No invasion,1.0
1,3,0.6,No invasion,1.0
1,3,0.7,Bulk invasion,0.1
1,3,0.7,No invasion,0.9
1,3,0.8,No invasion,1.0
1,3,0.9,Bulk invasion,0.2
1,3,0.9,No invasion,0.8
1,3,1.0,No invasion,1.0
1,6,0.0,Bulk invasion,0.4
1,6,0.0,Multimodal invasion,0.1
1,6,0.0,No invasion,0.4
1,6,0.0,Single cell invasion,0.1
1,6,0.1,Bulk invasion,0.6
1,6,0.1,Multimodal invasion,0.1
1,6,0.1,No invasion,0.2
1,6,0.1,Single cell invasion,0.1
1,6,0.2,Bulk invasion,0.4
1,6,0.2,Multimodal invasion,0.1
1,6,0.2,No invasion,0.3
1,6,0.2,Single cell invasion,0.2
1,6,0.3,Bulk invasion,0.5
1,6,0.3,No invasion,0.4
1,6,0.3,Single cell invasion,0.1
1,6,0.4,Bulk invasion,0.8
1,6,0.4,No invasion,0.2
1,6,0.5,Bulk invasion,0.6
1,6,0.5,No invasion,0.2
1,6,0.5,Single cell invasion,0.2
1,6,0.6,Bulk invasion,0.4
1,6,0.6,No invasion,0.5
1,6,0.6,Single cell invasion,0.1
1,6,0.7,Bulk invasion,0.7
1,6,0.7,No invasion,0.2
1,6,0.7,Single cell invasion,0.1
1,6,0.8,Bulk invasion,0.4
1,6,0.8,Multimodal invasion,0.1
1,6,0.8,No invasion,0.3
1,6,0.8,Single cell invasion,0.2
1,6,0.9,Bulk invasion,0.8
1,6,0.9,No invasion,0.1
1,6,0.9,Single cell invasion,0.1
1,6,1.0,Bulk invasion,0.5
1,6,1.0,Multimodal invasion,0.2
1,6,1.0,No invasion,0.3
1,9,0.0,Bulk invasion,0.3
1,9,0.0,Multimodal invasion,0.7
1,9,0.1,Bulk invasion,0.1
1,9,0.1,Multimodal invasion,0.9
1,9,0.2,Bulk invasion,0.4
1,9,0.2,Multimodal invasion,0.6
1,9,0.3,Bulk invasion,0.1
1,9,0.3,Multimodal invasion,0.9
1,9,0.4,Bulk invasion,0.1
1,9,0.4,Multimodal invasion,0.9
1,9,0.5,Bulk invasion,0.2
1,9,0.5,Multimodal invasion,0.8
1,9,0.6,Bulk invasion,0.1
1,9,0.6,Multimodal invasion,0.9
1,9,0.7,Bulk invasion,0.1
1,9,0.7,Multimodal invasion,0.9
1,9,0.8,Bulk invasion,0.2
1,9,0.8,Multimodal invasion,0.8
1,9,0.9,Bulk invasion,0.1
1,9,0.9,Multimodal invasion,0.9
1,9,1.0,Bulk invasion,0.3
1,9,1.0,Multimodal invasion,0.6
1,9,1.0,Single cell invasion,0.1
1,12,0.0,Multimodal invasion,1.0
1,12,0.1,Multimodal invasion,1.0
1,12,0.2,Multimodal invasion,1.0
1,12,0.3,Multimodal invasion,1.0
1,12,0.4,Multimodal invasion,1.0
1,12,0.5,Multimodal invasion,1.0
1,12,0.6,Multimodal invasion,1.0
1,12,0.7,Multimodal invasion,1.0
1,12,0.8,Multimodal invasion,1.0
1,12,0.9,Multimodal invasion,1.0
1,12,1.0,Multimodal invasion,1.0
1,15,0.0,Multimodal invasion,1.0
1,15,0.1,Multimodal invasion,1.0
1,15,0.2,Multimodal invasion,1.0
1,15,0.3,Multimodal invasion,1.0
1,15,0.4,Multimodal invasion,1.0
1,15,0.5,Multimodal invasion,1.0
1,15,0.6,Multimodal invasion,1.0
1,15,0.7,Multimodal invasion,1.0
1,15,0.8,Multimodal invasion,1.0
1,15,0.9,Multimodal invasion,1.0
1,15,1.0,Multimodal invasion,1.0
1,18,0.0,Multimodal invasion,1.0
1,18,0.1,Multimodal invasion,1.0
1,18,0.2,Multimodal invasion,1.0
1,18,0.3,Multimodal invasion,1.0
1,18,0.4,Multimodal invasion,1.0
1,18,0.5,Multimodal invasion,1.0
1,18,0.6,Multimodal invasion,1.0
1,18,0.7,Multimodal invasion,1.0
1,18,0.8,Multimodal invasion,1.0
1,18,0.9,Multimodal invasion,1.0
1,18,1.0,Multimodal invasion,1.0
1,21,0.0,Multimodal invasion,1.0
1,21,0.1,Multimodal invasion,1.0
1,21,0.2,Multimodal invasion,1.0
1,21,0.3,Multimodal invasion,1.0
1,21,0.4,Multimodal invasion,1.0
1,21,0.5,Multimodal invasion,1.0
1,21,0.6,Multimodal invasion,1.0
1,21,0.7,Multimodal invasion,1.0
1,21,0.8,Multimodal invasion,1.0
1,21,0.9,Multimodal invasion,1.0
1,21,1.0,Multimodal invasion,1.0
1,24,0.0,Multimodal invasion,1.0
1,24,0.1,Multimodal invasion,1.0
1,24,0.2,Multimodal invasion,1.0
1,24,0.3,Multimodal invasion,1.0
1,24,0.4,Multimodal invasion,1.0
1,24,0.5,Multimodal invasion,1.0
1,24,0.6,Multimodal invasion,1.0
1,24,0.7,Multimodal invasion,1.0
1,24,0.8,Multimodal invasion,1.0
1,24,0.9,Multimodal invasion,1.0
1,24,1.0,Multimodal invasion,1.0
1,27,0.0,Multimodal invasion,1.0
1,27,0.1,Multimodal invasion,1.0
1,27,0.2,Multimodal invasion,1.0
1,27,0.3,Multimodal invasion,1.0
1,27,0.4,Multimodal invasion,1.0
1,27,0.5,Multimodal invasion,1.0
1,27,0.6,Multimodal invasion,1.0
1,27,0.7,Multimodal invasion,1.0
1,27,0.8,Multimodal invasion,1.0
1,27,0.9,Multimodal invasion,1.0
1,27,1.0,Multimodal invasion,1.0
1,30,0.0,Multimodal invasion,1.0
1,30,0.1,Multimodal invasion,1.0
1,30,0.2,Multimodal invasion,1.0
1,30,0.3,Multimodal invasion,1.0
1,30,0.4,Multimodal invasion,1.0
1,30,0.5,Multimodal invasion,1.0
1,30,0.6,Multimodal invasion,1.0
1,30,0.7,Multimodal invasion,1.0
1,30,0.8,Multimodal invasion,1.0
1,30,0.9,Multimodal invasion,1.0
1,30,1.0,Multimodal invasion,1.0
2,0,0.0,No invasion,1.0
2,0,0.1,No invasion,1.0
2,0,0.2,No invasion,1.0
2,0,0.3,No invasion,1.0
2,0,0.4,No invasion,1.0
2,0,0.5,No invasion,1.0
2,0,0.6,No invasion,1.0
2,0,0.7,No invasion,1.0
2,0,0.8,No invasion,1.0
2,0,0.9,No invasion,1.0
2,0,1.0,No invasion,1.0
2,3,0.0,Bulk invasion,0.1
2,3,0.0,No invasion,0.8
2,3,0.0,Single cell invasion,0.1
2,3,0.1,No invasion,1.0
2,3,0.2,Bulk invasion,0.1
2,3,0.2,No invasion,0.7
2,3,0.2,Single cell invasion,0.2
2,3,0.3,No invasion,1.0
2,3,0.4,Bulk invasion,0.2
2,3,0.4,No invasion,0.7
2,3,0.4,Single cell invasion,0.1
2,3,0.5,No invasion,1.0
2,3,0.6,Multimodal invasion,0.1
2,3,0.6,No invasion,0.7
2,3,0.6,Single cell invasion,0.2
2,3,0.7,No invasion,0.9
2,3,0.7,Single cell invasion,0.1
2,3,0.8,No invasion,1.0
2,3,0.9,No invasion,1.0
2,3,1.0,Bulk invasion,0.1
2,3,1.0,No invasion,0.8
2,3,1.0,Single cell invasion,0.1
2,6,0.0,Bulk invasion,0.6
2,6,0.0,Multimodal invasion,0.3
2,6,0.0,No invasion,0.1
2,6,0.1,Multimodal invasion,0.6
2,6,0.1,No invasion,0.1
2,6,0.1,Single cell invasion,0.3
