MCS,Leader Cells,Follower Cells,Total
1028,984,3208,4192
1029,984,3208,4192
1030,984,3208,4192
1031,984,3208,4192
1032,984,3208,4192
1033,984,3208,4192
1034,984,3208,4192
1035,984,3208,4192
1036,984,3208,4192
1037,984,3208,4192
1038,984,3208,4192
1039,984,3208,4192
1040,984,3208,4192
1041,984,3208,4192
1042,984,3208,4192
1043,984,3208,4192
1044,984,3208,4192
1045,984,3208,4192
1046,984,3208,4192
1047,984,3208,4192
1048,984,3208,4192
1049,984,3208,4192
1050,984,3208,4192
1051,984,3208,4192
1052,984,3208,4192
1053,984,3208,4192
1054,984,3208,4192
1055,984,3208,4192
1056,984,3208,4192
1057,984,3208,4192
1058,984,3208,4192
1059,984,3208,4192
1060,984,3208,4192
1061,984,3208,4192
1062,984,3208,4192
1063,984,3208,4192
1064,984,3208,4192
1065,984,3208,4192
1066,984,3208,4192
1067,984,3208,4192
1068,984,3208,4192
1069,984,3208,4192
1070,984,3208,4192
1071,984,3208,4192
1072,984,3208,4192
1073,984,3208,4192
1074,984,3208,4192
1075,984,3208,4192
1076,984,3208,4192
1077,984,3208,4192
1078,984,3208,4192
1079,984,3208,4192
1080,984,3208,4192
1081,984,3208,4192
1082,984,3208,4192
1083,984,3208,4192
1084,984,3208,4192
1085,984,3208,4192
1086,984,3208,4192
1087,984,3208,4192
1088,983,3208,4191
1089,983,3208,4191
1090,983,3208,4191
1091,983,3208,4191
1092,983,3208,4191
1093,983,3208,4191
1094,983,3208,4191
1095,983,3208,4191
1096,983,3208,4191
1097,983,3208,4191
1098,983,3208,4191
1099,983,3208,4191
1100,983,3208,4191
1101,983,3208,4191
1102,983,3208,4191
1103,983,3208,4191
1104,983,3208,4191
1105,983,3208,4191
1106,983,3208,4191
1107,983,3208,4191
1108,983,3208,4191
1109,983,3208,4191
1110,983,3208,4191
1111,983,3208,4191
1112,983,3208,4191
1113,983,3208,4191
1114,983,3208,4191
1115,983,3208,4191
1116,983,3208,4191
1117,983,3208,4191
1118,983,3208,4191
1119,983,3208,4191
1120,983,3208,4191
1121,983,3208,4191
1122,983,3208,4191
1123,983,3208,4191
1124,983,3208,4191
1125,983,3208,4191
1126,983,3208,4191
1127,983,3208,4191
1128,983,3208,4191
1129,983,3208,4191
1130,983,3208,4191
1131,983,3208,4191
1132,983,3208,4191
1133,983,3208,4191
1134,983,3208,4191
1135,983,3208,4191
1136,983,3208,4191
1137,983,3208,4191
1138,983,3208,4191
1139,983,3208,4191
1140,983,3208,4191
1141,983,3208,4191
1142,983,3208,4191
1143,983,3208,4191
1144,983,3208,4191
1145,983,3208,4191
1146,983,3208,4191
1147,983,3208,4191
1148,983,3208,4191
1149,983,3208,4191
1150,983,3208,4191
1151,983,3208,4191
1152,983,3208,4191
1153,983,3208,4191
1154,983,3208,4191
1155,983,3208,4191
1156,983,3208,4191
1157,983,3208,4191
1158,983,3208,4191
1159,983,3208,4191
1160,983,3208,4191
1161,983,3208,4191
1162,983,3208,4191
1163,983,3208,4191
1164,983,3208,4191
1165,983,3208,4191
1166,983,3208,4191
1167,983,3208,4191
1168,983,3208,4191
1169,983,3208,4191
1170,983,3208,4191
1171,983,3208,4191
1172,983,3208,4191
1173,983,3208,4191
1174,983,3208,4191
1175,983,3208,4191
1176,983,3208,4191
1177,983,3208,4191
1178,983,3208,4191
1179,983,3208,4191
1180,983,3208,4191
1181,983,3208,4191
1182,983,3208,4191
1183,983,3208,4191
1184,983,3208,4191
1185,983,3208,4191
1186,983,3208,4191
1187,983,3208,4191
1188,983,3208,4191
1189,983,3208,4191
1190,983,3208,4191
1191,983,3208,4191
1192,983,3208,4191
1193,983,3208,4191
1194,983,3208,4191
1195,983,3208,4191
1196,983,3208,4191
1197,983,3208,4191
1198,983,3208,4191
1199,983,3208,4191
1200,983,3208,4191
1201,983,3208,4191
1202,983,3208,4191
1203,983,3208,4191
1204,983,3208,4191
1205,983,3208,4191
1206,983,3208,4191
1207,983,3208,4191
1208,983,3208,4191
1209,983,3208,4191
1210,983,3208,4191
1211,983,3208,4191
1212,983,3208,4191
1213,983,3208,4191
1214,983,3208,4191
1215,983,3208,4191
1216,983,3208,4191
1217,983,3208,4191
1218,983,3208,4191
1219,983,3208,4191
1220,983,3208,4191
1221,983,3208,4191
1222,983,3208,4191
1223,983,3208,4191
1224,983,3208,4191
1225,983,3208,4191
1226,983,3208,4191
1227,983,3208,4191
1228,983,3208,4191
1229,983,3208,4191
1230,983,3208,4191
1231,983,3208,4191
1232,983,3208,4191
1233,983,3208,4191
1234,983,3208,4191
1235,983,3208,4191
1236,983,3208,4191
1237,983,3208,4191
1238,983,3208,4191
1239,983,3208,4191
1240,983,3208,4191
1241,983,3208,4191
1242,982,3208,4190
1243,982,3208,4190
1244,982,3208,4190
1245,982,3208,4190
1246,982,3208,4190
1247,982,3208,4190
1248,982,3208,4190
1249,982,3208,4190
1250,982,3208,4190
1251,982,3208,4190
1252,982,3208,4190
1253,982,3208,4190
1254,982,3208,4190
1255,982,3208,4190
1256,982,3208,4190
1257,982,3208,4190
1258,982,3208,4190
1259,982,3208,4190
1260,982,3208,4190
1261,982,3208,4190
1262,982,3208,4190
1263,982,3208,4190
1264,982,3208,4190
1265,982,3208,4190
1266,982,3208,4190
1267,981,3208,4189
1268,981,3208,4189
1269,981,3208,4189
1270,981,3208,4189
1271,981,3208,4189
1272,981,3208,4189
1273,981,3208,4189
1274,981,3208,4189
1275,979,3208,4187
1276,978,3208,4186
1277,978,3208,4186
1278,978,3208,4186
1279,978,3208,4186
1280,978,3208,4186
1281,977,3208,4185
1282,976,3208,4184
1283,976,3208,4184
1284,976,3208,4184
1285,976,3208,4184
1286,976,3208,4184
1287,976,3208,4184
1288,975,3208,4183
1289,975,3208,4183
1290,975,3208,4183
1291,975,3208,4183
1292,975,3208,4183
1293,975,3208,4183
1294,975,3208,4183
1295,973,3208,4181
1296,973,3208,4181
1297,973,3208,4181
1298,972,3208,4180
1299,972,3208,4180
1300,972,3208,4180
1301,972,3208,4180
1302,972,3208,4180
1303,972,3208,4180
1304,971,3208,4179
1305,971,3208,4179
1306,971,3208,4179
1307,971,3208,4179
1308,971,3208,4179
1309,971,3208,4179
1310,970,3208,4178
1311,969,3208,4177
1312,969,3208,4177
1313,968,3208,4176
1314,968,3208,4176
1315,968,3208,4176
1316,968,3208,4176
1317,967,3208,4175
1318,967,3208,4175
1319,967,3208,4175
1320,967,3208,4175
1321,967,3208,4175
1322,967,3208,4175
1323,967,3208,4175
1324,967,3208,4175
1325,967,3208,4175
1326,967,3208,4175
1327,967,3208,4175
1328,966,3208,4174
1329,966,3208,4174
1330,966,3208,4174
1331,966,3208,4174
1332,966,3208,4174
1333,966,3208,4174
1334,966,3208,4174
1335,965,3208,4173
1336,964,3208,4172
1337,964,3208,4172
1338,964,3208,4172
1339,964,3208,4172
1340,964,3208,4172
1341,964,3208,4172
1342,963,3208,4171
1343,963,3208,4171
1344,963,3208,4171
1345,963,3208,4171
1346,963,3208,4171
1347,963,3208,4171
1348,963,3208,4171
1349,963,3208,4171
1350,963,3208,4171
1351,963,3208,4171
1352,963,3208,4171
1353,963,3208,4171
1354,963,3208,4171
1355,962,3208,4170
1356,962,3208,4170
1357,962,3208,4170
1358,962,3208,4170
1359,961,3208,4169
1360,961,3208,4169
1361,961,3208,4169
1362,961,3208,4169
1363,961,3208,4169
1364,961,3208,4169
1365,961,3208,4169
1366,961,3208,4169
1367,961,3208,4169
1368,961,3208,4169
1369,961,3208,4169
1370,961,3208,4169
1371,961,3208,4169
1372,961,3208,4169
1373,960,3208,4168
1374,960,3208,4168
1375,960,3208,4168
1376,960,3208,4168
1377,960,3208,4168
1378,960,3208,4168
1379,960,3208,4168
1380,960,3208,4168
1381,960,3208,4168
1382,960,3208,4168
1383,960,3208,4168
1384,960,3208,4168
1385,960,3208,4168
1386,960,3208,4168
1387,960,3208,4168
1388,960,3208,4168
1389,960,3208,4168
1390,960,3208,4168
1391,960,3208,4168
1392,960,3208,4168
1393,960,3208,4168
1394,960,3208,4168
1395,960,3208,4168
1396,960,3208,4168
1397,960,3208,4168
1398,960,3208,4168
1399,960,3208,4168
1400,960,3208,4168
1401,960,3208,4168
1402,960,3208,4168
1403,960,3208,4168
1404,960,3208,4168
1405,960,3208,4168
1406,960,3208,4168
1407,960,3208,4168
1408,960,3208,4168
1409,960,3208,4168
1410,960,3208,4168
1411,960,3208,4168
1412,960,3208,4168
1413,960,3208,4168
1414,960,3208,4168
1415,960,3208,4168
1416,959,3208,4167
1417,959,3208,4167
1418,959,3208,4167
1419,959,3208,4167
1420,959,3208,4167
1421,959,3208,4167
1422,959,3208,4167
1423,959,3208,4167
1424,959,3208,4167
1425,959,3208,4167
1426,959,3208,4167
1427,959,3208,4167
1428,959,3208,4167
1429,959,3208,4167
1430,959,3208,4167
1431,959,3208,4167
1432,959,3208,4167
1433,959,3208,4167
1434,959,3208,4167
1435,959,3208,4167
1436,959,3208,4167
1437,959,3208,4167
1438,959,3208,4167
1439,959,3208,4167
1440,959,3208,4167
1441,959,3208,4167
1442,959,3208,4167
1443,958,3208,4166
1444,958,3208,4166
1445,958,3208,4166
1446,958,3208,4166
1447,958,3208,4166
1448,958,3208,4166
1449,958,3208,4166
1450,958,3208,4166
1451,958,3208,4166
1452,958,3208,4166
1453,958,3208,4166
1454,958,3208,4166
1455,958,3208,4166
1456,958,3208,4166
1457,958,3208,4166
1458,958,3208,4166
1459,958,3208,4166
1460,958,3208,4166
1461,958,3208,4166
1462,958,3208,4166
1463,958,3208,4166
1464,958,3208,4166
1465,958,3208,4166
1466,958,3208,4166
1467,958,3208,4166
1468,958,3208,4166
1469,958,3208,4166
1470,958,3208,4166
1471,958,3208,4166
1472,958,3208,4166
1473,958,3208,4166
1474,958,3208,4166
1475,958,3208,4166
1476,958,3208,4166
1477,958,3208,4166
1478,958,3208,4166
1479,958,3208,4166
1480,958,3208,4166
1481,958,3208,4166
1482,958,3208,4166
1483,958,3208,4166
1484,957,3208,4165
1485,957,3208,4165
1486,957,3208,4165
1487,957,3208,4165
1488,957,3208,4165
1489,957,3208,4165
1490,957,3208,4165
1491,957,3208,4165
1492,957,3208,4165
1493,957,3208,4165
1494,957,3208,4165
1495,957,3208,4165
1496,957,3208,4165
1497,957,3208,4165
1498,957,3208,4165
1499,957,3208,4165
1500,957,3208,4165
1501,957,3208,4165
1502,957,3208,4165
1503,957,3208,4165
1504,957,3208,4165
1505,957,3208,4165
1506,957,3208,4165
1507,957,3208,4165
1508,957,3208,4165
1509,957,3208,4165
1510,957,3208,4165
1511,957,3208,4165
1512,957,3208,4165
1513,957,3208,4165
1514,957,3208,4165
1515,956,3208,4164
1516,956,3208,4164
1517,956,3208,4164
1518,956,3208,4164
1519,956,3208,4164
1520,956,3208,4164
1521,956,3208,4164
1522,956,3208,4164
1523,956,3208,4164
1524,956,3208,4164
1525,956,3208,4164
1526,956,3208,4164
1527,956,3208,4164
1528,956,3208,4164
1529,956,3209,4165
1530,956,3209,4165
1531,956,3209,4165
1532,956,3209,4165
1533,956,3209,4165
1534,956,3209,4165
1535,956,3209,4165
1536,956,3209,4165
1537,956,3209,4165
1538,956,3209,4165
1539,956,3209,4165
1540,956,3209,4165
1541,956,3209,4165
1542,956,3209,4165
1543,956,3209,4165
1544,956,3209,4165
1545,956,3209,4165
1546,956,3209,4165
1547,956,3209,4165
1548,955,3209,4164
1549,955,3209,4164
1550,955,3209,4164
1551,955,3209,4164
1552,955,3209,4164
1553,955,3209,4164
1554,955,3209,4164
1555,955,3209,4164
1556,955,3209,4164
1557,955,3209,4164
1558,955,3209,4164
1559,955,3209,4164
1560,955,3209,4164
1561,955,3209,4164
1562,955,3209,4164
1563,955,3209,4164
1564,955,3209,4164
1565,955,3209,4164
1566,955,3209,4164
1567,955,3209,4164
1568,955,3209,4164
1569,955,3209,4164
1570,955,3209,4164
1571,955,3209,4164
1572,955,3209,4164
1573,955,3209,4164
1574,955,3209,4164
1575,955,3209,4164
1576,955,3209,4164
1577,955,3209,4164
1578,955,3209,4164
1579,955,3209,4164
1580,955,3209,4164
1581,955,3209,4164
1582,955,3209,4164
1583,955,3209,4164
1584,955,3209,4164
1585,955,3209,4164
1586,953,3210,4163
1587,953,3211,4164
1588,953,3211,4164
1589,953,3211,4164
1590,953,3211,4164
1591,952,3212,4164
1592,952,3212,4164
1593,952,3212,4164
1594,952,3212,4164
1595,952,3212,4164
1596,952,3212,4164
1597,952,3212,4164
1598,952,3212,4164
1599,952,3212,4164
1600,952,3212,4164
1601,952,3212,4164
1602,952,3213,4165
1603,952,3213,4165
1604,952,3213,4165
1605,952,3213,4165
1606,952,3213,4165
1607,952,3213,4165
1608,952,3213,4165
1609,952,3213,4165
1610,952,3213,4165
1611,952,3213,4165
1612,952,3213,4165
1613,952,3213,4165
1614,952,3213,4165
1615,952,3213,4165
1616,952,3213,4165
1617,952,3213,4165
1618,952,3213,4165
1619,952,3213,4165
1620,952,3213,4165
1621,952,3213,4165
1622,952,3213,4165
1623,952,3213,4165
1624,952,3213,4165
1625,952,3213,4165
1626,951,3213,4164
1627,951,3213,4164
1628,951,3213,4164
1629,951,3213,4164
1630,951,3213,4164
1631,951,3213,4164
1632,951,3213,4164
1633,951,3213,4164
1634,951,3213,4164
1635,951,3213,4164
1636,951,3214,4165
1637,951,3215,4166
1638,951,3216,4167
1639,951,3216,4167
1640,951,3216,4167
1641,951,3216,4167
1642,951,3216,4167
1643,951,3217,4168
1644,951,3217,4168
1645,951,3217,4168
1646,951,3217,4168
1647,951,3217,4168
1648,951,3217,4168
1649,951,3218,4169
1650,951,3219,4170
1651,951,3219,4170
1652,951,3219,4170
1653,951,3219,4170
1654,951,3220,4171
1655,951,3220,4171
1656,951,3220,4171
1657,951,3221,4172
1658,951,3221,4172
1659,951,3221,4172
1660,951,3221,4172
1661,951,3221,4172
1662,951,3221,4172
1663,951,3221,4172
1664,951,3222,4173
1665,951,3223,4174
1666,951,3223,4174
1667,951,3223,4174
1668,951,3225,4176
1669,951,3225,4176
1670,951,3226,4177
1671,951,3227,4178
1672,951,3228,4179
1673,951,3228,4179
1674,951,3229,4180
1675,950,3229,4179
1676,950,3229,4179
1677,950,3229,4179
1678,950,3229,4179
1679,950,3229,4179
1680,950,3229,4179
1681,950,3229,4179
1682,950,3230,4180
1683,949,3231,4180
1684,948,3232,4180
1685,948,3232,4180
1686,948,3232,4180
1687,948,3232,4180
1688,948,3232,4180
1689,948,3233,4181
1690,948,3234,4182
1691,948,3237,4185
1692,948,3237,4185
1693,948,3238,4186
1694,948,3239,4187
1695,947,3239,4186
1696,947,3239,4186
1697,947,3239,4186
1698,947,3241,4188
1699,947,3241,4188
1700,947,3241,4188
1701,947,3241,4188
1702,947,3241,4188
1703,947,3241,4188
1704,947,3242,4189
1705,947,3242,4189
1706,947,3242,4189
1707,947,3243,4190
1708,947,3243,4190
1709,946,3243,4189
1710,946,3243,4189
1711,946,3243,4189
1712,946,3244,4190
1713,946,3244,4190
1714,946,3245,4191
1715,946,3245,4191
1716,946,3245,4191
1717,946,3245,4191
1718,946,3246,4192
1719,946,3246,4192
1720,946,3246,4192
1721,946,3247,4193
1722,945,3247,4192
1723,945,3248,4193
1724,944,3248,4192
1725,944,3248,4192
1726,944,3248,4192
1727,944,3248,4192
1728,944,3248,4192
1729,944,3248,4192
1730,944,3248,4192
1731,944,3249,4193
1732,944,3250,4194
1733,944,3251,4195
1734,944,3251,4195
1735,944,3251,4195
1736,944,3251,4195
1737,944,3251,4195
1738,944,3252,4196
1739,944,3252,4196
1740,944,3252,4196
1741,944,3252,4196
1742,944,3253,4197
1743,944,3253,4197
1744,944,3253,4197
1745,944,3253,4197
1746,944,3253,4197
1747,944,3253,4197
1748,944,3253,4197
1749,944,3254,4198
1750,944,3254,4198
1751,944,3254,4198
1752,944,3254,4198
1753,944,3254,4198
1754,944,3254,4198
1755,944,3254,4198
1756,944,3256,4200
1757,944,3256,4200
1758,944,3256,4200
1759,944,3256,4200
1760,944,3257,4201
1761,944,3258,4202
1762,944,3258,4202
1763,944,3258,4202
1764,944,3258,4202
1765,944,3262,4206
1766,944,3263,4207
1767,944,3263,4207
1768,944,3263,4207
1769,944,3264,4208
1770,944,3264,4208
1771,944,3264,4208
1772,944,3265,4209
1773,944,3265,4209
1774,944,3265,4209
1775,944,3265,4209
1776,944,3265,4209
1777,944,3265,4209
1778,944,3265,4209
1779,944,3265,4209
1780,944,3265,4209
1781,944,3265,4209
1782,944,3265,4209
1783,944,3266,4210
1784,944,3266,4210
1785,944,3267,4211
1786,943,3267,4210
1787,943,3267,4210
1788,943,3267,4210
1789,942,3267,4209
1790,942,3267,4209
1791,942,3267,4209
1792,942,3267,4209
1793,942,3267,4209
1794,941,3267,4208
1795,941,3267,4208
1796,941,3267,4208
1797,941,3267,4208
1798,941,3268,4209
1799,941,3268,4209
1800,941,3268,4209
1801,941,3268,4209
1802,941,3268,4209
1803,941,3268,4209
1804,941,3268,4209
1805,940,3268,4208
1806,940,3268,4208
1807,940,3268,4208
1808,940,3268,4208
1809,940,3268,4208
1810,940,3268,4208
1811,940,3268,4208
1812,940,3268,4208
1813,940,3268,4208
1814,940,3268,4208
1815,940,3268,4208
1816,940,3268,4208
1817,940,3268,4208
1818,940,3268,4208
1819,940,3268,4208
1820,940,3268,4208
1821,940,3269,4209
1822,940,3269,4209
1823,940,3269,4209
1824,940,3270,4210
1825,940,3270,4210
1826,940,3270,4210
1827,940,3270,4210
1828,940,3270,4210
1829,940,3270,4210
1830,940,3270,4210
1831,940,3270,4210
1832,940,3270,4210
1833,940,3270,4210
1834,940,3271,4211
1835,940,3273,4213
1836,940,3273,4213
1837,940,3273,4213
1838,940,3273,4213
1839,940,3273,4213
1840,940,3274,4214
1841,940,3275,4215
1842,940,3275,4215
1843,940,3275,4215
1844,940,3276,4216
1845,940,3276,4216
1846,940,3276,4216
1847,940,3276,4216
1848,940,3277,4217
1849,940,3277,4217
1850,939,3278,4217
1851,939,3278,4217
1852,939,3278,4217
1853,939,3279,4218
1854,939,3279,4218
1855,939,3279,4218
1856,939,3279,4218
1857,939,3279,4218
1858,939,3280,4219
1859,939,3280,4219
1860,939,3280,4219
1861,939,3280,4219
1862,939,3280,4219
1863,939,3281,4220
1864,939,3281,4220
1865,939,3281,4220
1866,939,3282,4221
1867,939,3282,4221
1868,939,3282,4221
1869,939,3282,4221
1870,939,3282,4221
1871,939,3282,4221
1872,938,3282,4220
1873,938,3282,4220
1874,938,3282,4220
1875,938,3282,4220
1876,938,3282,4220
1877,938,3282,4220
1878,938,3282,4220
1879,938,3282,4220
1880,938,3284,4222
1881,938,3284,4222
1882,938,3284,4222
1883,938,3284,4222
1884,938,3284,4222
1885,938,3284,4222
1886,938,3284,4222
1887,938,3284,4222
1888,938,3285,4223
1889,938,3285,4223
1890,938,3286,4224
1891,938,3286,4224
1892,938,3286,4224
1893,938,3286,4224
1894,938,3286,4224
1895,938,3286,4224
1896,938,3286,4224
1897,938,3286,4224
1898,938,3286,4224
1899,938,3286,4224
1900,938,3286,4224
1901,938,3286,4224
1902,938,3287,4225
1903,938,3287,4225
1904,938,3287,4225
1905,938,3288,4226
1906,938,3288,4226
1907,938,3289,4227
1908,938,3289,4227
1909,938,3289,4227
1910,938,3289,4227
1911,938,3289,4227
1912,938,3291,4229
1913,938,3291,4229
1914,938,3291,4229
1915,938,3294,4232
1916,938,3294,4232
1917,938,3294,4232
1918,938,3294,4232
1919,938,3294,4232
1920,938,3294,4232
1921,938,3294,4232
1922,937,3294,4231
1923,937,3294,4231
1924,937,3294,4231
1925,937,3294,4231
1926,937,3295,4232
1927,937,3295,4232
1928,937,3295,4232
1929,937,3295,4232
1930,937,3295,4232
1931,937,3295,4232
1932,937,3295,4232
1933,937,3295,4232
1934,937,3295,4232
1935,937,3295,4232
1936,937,3295,4232
1937,937,3295,4232
1938,937,3295,4232
1939,936,3295,4231
1940,936,3295,4231
1941,936,3296,4232
1942,936,3296,4232
1943,936,3296,4232
1944,936,3296,4232
1945,936,3296,4232
1946,936,3298,4234
1947,936,3299,4235
1948,936,3299,4235
1949,936,3299,4235
1950,936,3299,4235
1951,936,3299,4235
1952,936,3299,4235
1953,936,3300,4236
1954,936,3300,4236
1955,936,3300,4236
1956,936,3300,4236
1957,936,3300,4236
1958,936,3300,4236
1959,936,3300,4236
1960,936,3300,4236
1961,936,3300,4236
1962,936,3300,4236
1963,936,3300,4236
1964,936,3300,4236
1965,936,3300,4236
1966,936,3300,4236
1967,936,3300,4236
1968,936,3300,4236
1969,936,3300,4236
1970,936,3300,4236
1971,936,3300,4236
1972,936,3300,4236
1973,936,3301,4237
1974,936,3301,4237
1975,936,3301,4237
1976,936,3301,4237
1977,936,3301,4237
1978,936,3301,4237
1979,936,3301,4237
1980,936,3301,4237
1981,936,3301,4237
1982,936,3301,4237
1983,936,3302,4238
1984,936,3302,4238
1985,936,3302,4238
1986,936,3302,4238
1987,936,3302,4238
1988,936,3302,4238
1989,936,3302,4238
1990,936,3302,4238
1991,936,3302,4238
1992,936,3302,4238
1993,936,3302,4238
1994,936,3303,4239
1995,936,3303,4239
1996,936,3304,4240
1997,936,3305,4241
1998,936,3305,4241
1999,936,3305,4241
2000,936,3305,4241
